exp_id,blocking_strategy,feature_set,model_type,tau_singleton,tau_match,candidate_recall,candidate_reduction,val_precision,val_recall,val_macro_f05,notes
E00,Country+NameToken,HeuristicSimilarity,RuleBased,0.70,0.70,,,,,,,Initial baseline benchmark
LightGBM_GBDT,400000,0.80,0.70,0.909797,2026-09-25 11:30:41
